"REF_DATE","GEO","DGUID","Mortgages","Increases and decreases","TypeOfMortgage","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","7633","","","","0"
"1996-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","1833","","","","0"
"1996-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","5800","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","4995","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","2065","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","2910","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","4725","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","1737","","","","0"
"1996-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","2987","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","5670","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","2497","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","3160","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","5688","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","2620","","","","0"
"1997-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","3068","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","2044","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","1066","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","858","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","2960","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","968","","","","0"
"1997-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1985","","","","0"
"1997-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","1049","","","","0"
"1997-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","591","","","","0"
"1997-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","458","","","","0"
"1997-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","1079","","","","0"
"1997-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","348","","","","0"
"1997-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","729","","","","0"
"1997-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","1435","","","","0"
"1997-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","909","","","","0"
"1997-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","499","","","","0"
"1997-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","893","","","","0"
"1997-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","225","","","","0"
"1997-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","667","","","","0"
"1998-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","1624","","","","0"
"1998-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","637","","","","0"
"1998-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","979","","","","0"
"1998-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","4719","","","","0"
"1998-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","309","","","","0"
"1998-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","4256","","","","0"
"1998-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","1097","","","","0"
"1998-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","543","","","","0"
"1998-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","551","","","","0"
"1998-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","5638","","","","0"
"1998-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","279","","","","0"
"1998-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","5303","","","","0"
"1998-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","559","","","","0"
"1998-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","190","","","","0"
"1998-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","369","","","","0"
"1998-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","4823","","","","0"
"1998-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","374","","","","0"
"1998-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","4449","","","","0"
"1998-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","768","","","","0"
"1998-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","443","","","","0"
"1998-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","280","","","","0"
"1998-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","1685","","","","0"
"1998-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","214","","","","0"
"1998-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","946","","","","0"
"1999-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","1225","","","","0"
"1999-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","837","","","","0"
"1999-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","386","","","","0"
"1999-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","1487","","","","0"
"1999-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","1111","","","","0"
"1999-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","371","","","","0"
"1999-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","1372","","","","0"
"1999-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","940","","","","0"
"1999-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","432","","","","0"
"1999-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","2566","","","","0"
"1999-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","1786","","","","0"
"1999-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","520","","","","0"
"1999-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","1455","","","","0"
"1999-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","1141","","","","0"
"1999-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","314","","","","0"
"1999-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","3210","","","","0"
"1999-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","236","","","","0"
"1999-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","2960","","","","0"
"1999-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","1962","","","","0"
"1999-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","528","","","","0"
"1999-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1433","","","","0"
"1999-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","5487","","","","0"
"1999-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","2352","","","","0"
"1999-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","3135","","","","0"
"2000-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","774","","","","0"
"2000-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","298","","","","0"
"2000-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","472","","","","0"
"2000-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","653","","","","0"
"2000-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","122","","","","0"
"2000-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","531","","","","0"
"2000-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","3573","","","","0"
"2000-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","2770","","","","0"
"2000-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","792","","","","0"
"2000-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","2613","","","","0"
"2000-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","466","","","","0"
"2000-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","2147","","","","0"
"2000-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","1440","","","","0"
"2000-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","729","","","","0"
"2000-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","682","","","","0"
"2000-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","8587","","","","0"
"2000-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","7571","","","","0"
"2000-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1016","","","","0"
"2000-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","2139","","","","0"
"2000-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","1169","","","","0"
"2000-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","969","","","","0"
"2000-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","3650","","","","0"
"2000-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","2834","","","","0"
"2000-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","816","","","","0"
"2001-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","1056","","","","0"
"2001-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","377","","","","0"
"2001-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","647","","","","0"
"2001-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","2556","","","","0"
"2001-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","1857","","","","0"
"2001-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","697","","","","0"
"2001-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","1900","","","","0"
"2001-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","694","","","","0"
"2001-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1194","","","","0"
"2001-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","3253","","","","0"
"2001-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","2392","","","","0"
"2001-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","860","","","","0"
"2001-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","1784","","","","0"
"2001-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","580","","","","0"
"2001-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1204","","","","0"
"2001-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","2124","","","","0"
"2001-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","1246","","","","0"
"2001-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","858","","","","0"
"2001-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","3603","","","","0"
"2001-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","1276","","","","0"
"2001-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","2327","","","","0"
"2001-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","3185","","","","0"
"2001-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","1838","","","","0"
"2001-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1347","","","","0"
"2002-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","4523","","","","0"
"2002-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","2022","","","","0"
"2002-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","2499","","","","0"
"2002-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","6969","","","","0"
"2002-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","5164","","","","0"
"2002-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1805","","","","0"
"2002-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","4069","","","","0"
"2002-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","2096","","","","0"
"2002-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1971","","","","0"
"2002-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","6081","","","","0"
"2002-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","4731","","","","0"
"2002-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1337","","","","0"
"2002-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","4166","","","","0"
"2002-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","2245","","","","0"
"2002-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1907","","","","0"
"2002-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","5421","","","","0"
"2002-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","4075","","","","0"
"2002-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1334","","","","0"
"2002-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","3468","","","","0"
"2002-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","1472","","","","0"
"2002-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1993","","","","0"
"2002-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","7545","","","","0"
"2002-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","6129","","","","0"
"2002-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1412","","","","0"
"2003-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","4387","","","","0"
"2003-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","1865","","","","0"
"2003-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","2500","","","","0"
"2003-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","5125","","","","0"
"2003-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","3752","","","","0"
"2003-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1370","","","","0"
"2003-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","6767","","","","0"
"2003-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","3699","","","","0"
"2003-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","3068","","","","0"
"2003-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","9543","","","","0"
"2003-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","7324","","","","0"
"2003-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","2218","","","","0"
"2003-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","6582","","","","0"
"2003-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","4299","","","","0"
"2003-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","2279","","","","0"
"2003-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","11046","","","","0"
"2003-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","9392","","","","0"
"2003-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1648","","","","0"
