"REF_DATE","GEO","DGUID","Mortgages","Increases and decreases","TypeOfMortgage","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","6084","","","","0"
"2003-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","4006","","","","0"
"2003-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1951","","","","0"
"2003-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","9001","","","","0"
"2003-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","7130","","","","0"
"2003-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1749","","","","0"
"2004-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","3844","","","","0"
"2004-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","2807","","","","0"
"2004-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1033","","","","0"
"2004-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","8319","","","","0"
"2004-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","7394","","","","0"
"2004-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","925","","","","0"
"2004-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","4467","","","","0"
"2004-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","2872","","","","0"
"2004-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1592","","","","0"
"2004-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","8414","","","","0"
"2004-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","7292","","","","0"
"2004-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1118","","","","0"
"2004-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","6405","","","","0"
"2004-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","4188","","","","0"
"2004-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","2080","","","","0"
"2004-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","10411","","","","0"
"2004-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","9165","","","","0"
"2004-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1241","","","","0"
"2004-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","3367","","","","0"
"2004-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","2575","","","","0"
"2004-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","767","","","","0"
"2004-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","7376","","","","0"
"2004-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","5953","","","","0"
"2004-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1420","","","","0"
"2005-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","7281","","","","0"
"2005-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","5310","","","","0"
"2005-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1933","","","","0"
"2005-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","11928","","","","0"
"2005-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","9872","","","","0"
"2005-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","2025","","","","0"
"2005-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","2897","","","","0"
"2005-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","1672","","","","0"
"2005-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1201","","","","0"
"2005-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","7916","","","","0"
"2005-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","7144","","","","0"
"2005-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","772","","","","0"
"2005-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","5961","","","","0"
"2005-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","4149","","","","0"
"2005-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1407","","","","0"
"2005-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","14149","","","","0"
"2005-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","10907","","","","0"
"2005-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","3240","","","","0"
"2005-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","9992","","","","0"
"2005-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","6388","","","","0"
"2005-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","3603","","","","0"
"2005-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","11955","","","","0"
"2005-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","11121","","","","0"
"2005-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","835","","","","0"
"2006-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","5077","","","","0"
"2006-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","3371","","","","0"
"2006-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1681","","","","0"
"2006-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","13989","","","","0"
"2006-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","12291","","","","0"
"2006-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1697","","","","0"
"2006-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","6334","","","","0"
"2006-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","4432","","","","0"
"2006-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1888","","","","0"
"2006-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","10287","","","","0"
"2006-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","8288","","","","0"
"2006-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1999","","","","0"
"2006-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","7294","","","","0"
"2006-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","5128","","","","0"
"2006-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","2166","","","","0"
"2006-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","14924","","","","0"
"2006-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","12118","","","","0"
"2006-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","2805","","","","0"
"2006-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","5085","","","","0"
"2006-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","3565","","","","0"
"2006-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1518","","","","0"
"2006-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","13247","","","","0"
"2006-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","12528","","","","0"
"2006-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","718","","","","0"
"2007-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","5403","","","","0"
"2007-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","3502","","","","0"
"2007-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1902","","","","0"
"2007-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","11208","","","","0"
"2007-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","10199","","","","0"
"2007-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1009","","","","0"
"2007-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","7575","","","","0"
"2007-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","5452","","","","0"
"2007-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","2122","","","","0"
"2007-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","13485","","","","0"
"2007-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","11950","","","","0"
"2007-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1293","","","","0"
"2007-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","9251","","","","0"
"2007-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","6277","","","","0"
"2007-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","2964","","","","0"
"2007-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","23583","","","","0"
"2007-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","22026","","","","0"
"2007-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1557","","","","0"
"2007-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","10112","","","","0"
"2007-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","7480","","","","0"
"2007-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","2605","","","","0"
"2007-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","16663","","","","0"
"2007-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","12718","","","","0"
"2007-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","3945","","","","0"
"2008-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","6173","","","","0"
"2008-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","4744","","","","0"
"2008-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1429","","","","0"
"2008-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","17803","","","","0"
"2008-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","14302","","","","0"
"2008-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","3500","","","","0"
"2008-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","9417","","","","0"
"2008-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","6615","","","","0"
"2008-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","2798","","","","0"
"2008-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","13782","","","","0"
"2008-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","12013","","","","0"
"2008-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1769","","","","0"
"2008-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","10599","","","","0"
"2008-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","6872","","","","0"
"2008-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","3188","","","","0"
"2008-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","22177","","","","0"
"2008-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","20678","","","","0"
"2008-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1499","","","","0"
"2008-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","10041","","","","0"
"2008-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","7052","","","","0"
"2008-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","2979","","","","0"
"2008-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","53147","","","","0"
"2008-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","48729","","","","0"
"2008-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","4396","","","","0"
"2009-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","9351","","","","0"
"2009-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","8523","","","","0"
"2009-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","802","","","","0"
"2009-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","32331","","","","0"
"2009-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","30632","","","","0"
"2009-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1695","","","","0"
"2009-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","15712","","","","0"
"2009-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","14413","","","","0"
"2009-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1271","","","","0"
"2009-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","30682","","","","0"
"2009-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","22881","","","","0"
"2009-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","7801","","","","0"
"2009-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","15465","","","","0"
"2009-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","14526","","","","0"
"2009-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","933","","","","0"
"2009-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","28125","","","","0"
"2009-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","25964","","","","0"
"2009-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","2161","","","","0"
"2009-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","13597","","","","0"
"2009-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","13056","","","","0"
"2009-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","510","","","","0"
"2009-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","25629","","","","0"
"2009-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","24066","","","","0"
"2009-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1463","","","","0"
"2010-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","11281","","","","0"
"2010-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","9982","","","","0"
"2010-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","1292","","","","0"
"2010-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","19201","","","","0"
"2010-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","17810","","","","0"
"2010-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","1390","","","","0"
"2010-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","19474","","","","0"
"2010-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","18773","","","","0"
"2010-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","692","","","","0"
"2010-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","33190","","","","0"
"2010-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","32533","","","","0"
"2010-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","657","","","","0"
"2010-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","11365","","","","0"
"2010-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","10726","","","","0"
"2010-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","604","","","","0"
"2010-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36474","1.2.12.1","31550","","","","0"
"2010-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","30881","","","","0"
"2010-07","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","669","","","","0"
"2010-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total mortgages","Dollars","81","millions","6","v36467","1.2.5.1","15292","","","","0"
"2010-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","14484","","","","0"
