"REF_DATE","GEO","DGUID","Rates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999-08","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.25","","","","2"
"1999-09","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.75","","","","2"
"1999-09","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.25","","","","2"
"1999-10","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.75","","","","2"
"1999-10","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.25","","","","2"
"1999-11","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","5.00","","","","2"
"1999-11","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.50","","","","2"
"1999-12","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","5.00","","","","2"
"1999-12","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.50","","","","2"
"2000-01","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","5.00","","","","2"
"2000-01","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.50","","","","2"
"2000-02","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","5.25","","","","2"
"2000-02","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.75","","","","2"
"2000-03","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","5.50","","","","2"
"2000-03","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","7.00","","","","2"
"2000-04","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","5.50","","","","2"
"2000-04","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","7.00","","","","2"
"2000-05","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","6.00","","","","2"
"2000-05","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","7.50","","","","2"
"2000-06","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","6.00","","","","2"
"2000-06","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","7.50","","","","2"
"2000-07","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","6.00","","","","2"
"2000-07","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","7.50","","","","2"
"2000-08","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","6.00","","","","2"
"2000-08","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","7.50","","","","2"
"2000-09","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","6.00","","","","2"
"2000-09","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","7.50","","","","2"
"2000-10","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","6.00","","","","2"
"2000-10","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","7.50","","","","2"
"2000-11","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","6.00","","","","2"
"2000-11","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","7.50","","","","2"
"2000-12","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","6.00","","","","2"
"2000-12","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","7.50","","","","2"
"2001-01","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","5.75","","","","2"
"2001-01","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","7.25","","","","2"
"2001-02","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","5.75","","","","2"
"2001-02","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","7.25","","","","2"
"2001-03","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","5.25","","","","2"
"2001-03","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.75","","","","2"
"2001-04","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","5.00","","","","2"
"2001-04","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.50","","","","2"
"2001-05","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.75","","","","2"
"2001-05","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.25","","","","2"
"2001-06","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.75","","","","2"
"2001-06","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.25","","","","2"
"2001-07","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.50","","","","2"
"2001-07","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.00","","","","2"
"2001-08","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.25","","","","2"
"2001-08","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","5.75","","","","2"
"2001-09","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.75","","","","2"
"2001-09","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","5.25","","","","2"
"2001-10","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.00","","","","2"
"2001-10","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.50","","","","2"
"2001-11","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.50","","","","2"
"2001-11","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.00","","","","2"
"2001-12","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.50","","","","2"
"2001-12","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.00","","","","2"
"2002-01","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.25","","","","2"
"2002-01","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","3.75","","","","2"
"2002-02","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.25","","","","2"
"2002-02","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","3.75","","","","2"
"2002-03","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.25","","","","2"
"2002-03","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","3.75","","","","2"
"2002-04","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.50","","","","2"
"2002-04","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.00","","","","2"
"2002-05","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.50","","","","2"
"2002-05","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.00","","","","2"
"2002-06","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.75","","","","2"
"2002-06","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.25","","","","2"
"2002-07","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.00","","","","2"
"2002-07","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.50","","","","2"
"2002-08","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.00","","","","2"
"2002-08","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.50","","","","2"
"2002-09","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.00","","","","2"
"2002-09","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.50","","","","2"
"2002-10","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.00","","","","2"
"2002-10","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.50","","","","2"
"2002-11","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.00","","","","2"
"2002-11","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.50","","","","2"
"2002-12","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.00","","","","2"
"2002-12","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.50","","","","2"
"2003-01","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.00","","","","2"
"2003-01","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.50","","","","2"
"2003-02","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.00","","","","2"
"2003-02","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.50","","","","2"
"2003-03","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.25","","","","2"
"2003-03","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.75","","","","2"
"2003-04","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.50","","","","2"
"2003-04","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","5.00","","","","2"
"2003-05","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.50","","","","2"
"2003-05","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","5.00","","","","2"
"2003-06","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.50","","","","2"
"2003-06","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","5.00","","","","2"
"2003-07","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.25","","","","2"
"2003-07","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.75","","","","2"
"2003-08","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.25","","","","2"
"2003-08","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.75","","","","2"
"2003-09","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.00","","","","2"
"2003-09","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.50","","","","2"
"2003-10","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.00","","","","2"
"2003-10","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.50","","","","2"
"2003-11","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.00","","","","2"
"2003-11","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.50","","","","2"
"2003-12","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.00","","","","2"
"2003-12","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.50","","","","2"
"2004-01","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.75","","","","2"
"2004-01","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.25","","","","2"
"2004-02","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.75","","","","2"
"2004-02","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.25","","","","2"
"2004-03","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.50","","","","2"
"2004-03","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.00","","","","2"
"2004-04","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.25","","","","2"
"2004-04","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","3.75","","","","2"
"2004-05","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.25","","","","2"
"2004-05","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","3.75","","","","2"
"2004-06","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.25","","","","2"
"2004-06","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","3.75","","","","2"
"2004-07","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.25","","","","2"
"2004-07","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","3.75","","","","2"
"2004-08","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.25","","","","2"
"2004-08","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","3.75","","","","2"
"2004-09","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.50","","","","2"
"2004-09","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.00","","","","2"
"2004-10","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.75","","","","2"
"2004-10","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.25","","","","2"
"2004-11","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.75","","","","2"
"2004-11","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.25","","","","2"
"2004-12","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.75","","","","2"
"2004-12","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.25","","","","2"
"2005-01","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.75","","","","2"
"2005-01","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.25","","","","2"
"2005-02","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.75","","","","2"
"2005-02","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.25","","","","2"
"2005-03","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.75","","","","2"
"2005-03","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.25","","","","2"
"2005-04","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.75","","","","2"
"2005-04","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.25","","","","2"
"2005-05","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.75","","","","2"
"2005-05","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.25","","","","2"
"2005-06","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.75","","","","2"
"2005-06","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.25","","","","2"
"2005-07","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.75","","","","2"
"2005-07","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.25","","","","2"
"2005-08","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.75","","","","2"
"2005-08","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.25","","","","2"
"2005-09","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.00","","","","2"
"2005-09","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.50","","","","2"
"2005-10","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.25","","","","2"
"2005-10","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.75","","","","2"
"2005-11","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.25","","","","2"
"2005-11","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.75","","","","2"
"2005-12","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.50","","","","2"
"2005-12","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","5.00","","","","2"
"2006-01","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.75","","","","2"
"2006-01","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","5.25","","","","2"
"2006-02","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.75","","","","2"
"2006-02","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","5.25","","","","2"
"2006-03","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.00","","","","2"
"2006-03","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","5.50","","","","2"
"2006-04","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.25","","","","2"
"2006-04","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","5.75","","","","2"
"2006-05","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.50","","","","2"
"2006-05","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.00","","","","2"
"2006-06","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.50","","","","2"
"2006-06","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.00","","","","2"
"2006-07","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.50","","","","2"
"2006-07","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.00","","","","2"
"2006-08","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.50","","","","2"
"2006-08","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.00","","","","2"
"2006-09","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.50","","","","2"
"2006-09","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.00","","","","2"
"2006-10","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.50","","","","2"
"2006-10","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.00","","","","2"
"2006-11","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.50","","","","2"
"2006-11","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.00","","","","2"
"2006-12","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.50","","","","2"
"2006-12","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.00","","","","2"
"2007-01","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.50","","","","2"
"2007-01","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.00","","","","2"
"2007-02","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.50","","","","2"
"2007-02","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.00","","","","2"
"2007-03","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.50","","","","2"
"2007-03","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.00","","","","2"
"2007-04","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.50","","","","2"
"2007-04","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.00","","","","2"
"2007-05","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.50","","","","2"
"2007-05","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.00","","","","2"
"2007-06","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.50","","","","2"
"2007-06","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.00","","","","2"
"2007-07","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.75","","","","2"
"2007-07","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.25","","","","2"
"2007-08","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.75","","","","2"
"2007-08","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.25","","","","2"
"2007-09","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.75","","","","2"
"2007-09","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.25","","","","2"
"2007-10","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.75","","","","2"
"2007-10","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.25","","","","2"
"2007-11","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.75","","","","2"
"2007-11","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.25","","","","2"
"2007-12","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.50","","","","2"
"2007-12","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","6.00","","","","2"
"2008-01","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.25","","","","2"
"2008-01","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","5.75","","","","2"
"2008-02","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","4.25","","","","2"
"2008-02","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","5.75","","","","2"
"2008-03","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.75","","","","2"
"2008-03","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","5.25","","","","2"
"2008-04","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.25","","","","2"
"2008-04","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.75","","","","2"
"2008-05","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.25","","","","2"
"2008-05","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.75","","","","2"
"2008-06","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.25","","","","2"
"2008-06","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.75","","","","2"
"2008-07","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.25","","","","2"
"2008-07","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.75","","","","2"
"2008-08","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.25","","","","2"
"2008-08","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.75","","","","2"
"2008-09","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","3.25","","","","2"
"2008-09","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.75","","","","2"
"2008-10","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.50","","","","2"
"2008-10","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.00","","","","2"
"2008-11","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","2.50","","","","2"
"2008-11","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","4.00","","","","2"
"2008-12","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","1.75","","","","2"
"2008-12","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","3.50","","","","2"
"2009-01","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","1.25","","","","2"
"2009-01","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","3.00","","","","2"
"2009-02","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","1.25","","","","2"
"2009-02","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","3.00","","","","2"
"2009-03","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","0.75","","","","2"
"2009-03","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","2.50","","","","2"
"2009-04","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","0.50","","","","2"
"2009-04","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","2.25","","","","2"
"2009-05","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","0.50","","","","2"
"2009-05","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","2.25","","","","2"
"2009-06","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","0.50","","","","2"
"2009-06","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","2.25","","","","2"
"2009-07","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","0.50","","","","2"
"2009-07","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","2.25","","","","2"
"2009-08","Canada","2016A000011124","Bank rate","Percent","239","units ","0","v122530","1.2","0.50","","","","2"
"2009-08","Canada","2016A000011124","Chartered bank administered interest rates - prime business","Percent","239","units ","0","v122495","1.3","2.25","","","","2"
